,index_x,movie,release_date,genre,MPAA_rating,total_gross,inflation_adjusted_gross,index_y,character,voice-actor
210,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,214,Dallben,Freddie Jones
211,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,242,Doli,John Byner
212,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,307,Fflewddur Fflam,Nigel Hawthorne
213,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,383,Gurgi,John Byner
215,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,409,The Horned King,John Hurt
216,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,468,King Eiddileg,Arthur Malet
217,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,650,Orddu,Eda Reiss Merin
218,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,651,Orgoch,Billie Hayes
219,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,653,Orwen,Adele Malis-Morey
220,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,707,Princess Eilonwy,Susan Sheridan
221,41,The Black Cauldron,1985-07-24,Adventure,,21288692.0,50553142.0,837,Taran,Grant Bardsley
222,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,79,Bartholomew,Barrie Ingham
223,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,81,Basil of Baker Street,Barrie Ingham
224,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,253,Dr. David Q. Dawson,Val Bettin
225,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,302,Felicia the Cat,Frank Welker
226,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,308,Fidget,Candy Candido
227,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,402,Hiram Flaversham,Alan Young; Alan Young
228,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,491,Lady Mouse,Shani Wallis
229,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,582,Miss Kitty,Melissa Manchester
230,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,612,Mrs. Judson,Diana Chesney
231,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,647,Olivia Flaversham,Susanne Pollatschek
232,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,713,Professor Ratigan,Vincent Price
233,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,727,Queen Mousetoria,Eve Brenner
234,48,The Great Mouse Detective,1986-07-02,Adventure,,23605534.0,53637367.0,866,Toby the Dog,Frank Welker
235,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,224,DeSoto,Carl Weintraub
236,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,239,Dodger,Billy Joel
237,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,276,Einstein,Richard Mulligan
238,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,292,Fagin,Dom DeLuise
239,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,334,Francis,Roscoe Lee Browne
240,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,354,Georgette,Bette Midler
241,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,432,"Jennifer ""Jenny"" Foxworth",Natalie Gregory
242,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,514,Louie the Hot Dog Man,Frank Welker
243,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,646,Oliver,Joey Lawrence
244,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,745,Rita,Sheryl Lee Ralph
245,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,755,Roscoe,Taurean Blacque
246,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,827,Sykes,Robert Loggia
247,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,864,Tito,Cheech Marin
248,72,Oliver & Company,1988-11-18,Adventure,G,49576671.0,102254492.0,914,Winston,William Glover
249,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,5,Adella,Sherry Lynn
250,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,16,Alana,Kimmy Robertson
251,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,26,Andrina,Tara Strong
252,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,35,Aquata,Grey DeLisle; Mona Marshall
253,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,40,Ariel,Jodi Benson
254,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,41,Arista,Kimmy Robertson
255,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,50,Attina,Kari Wahlgren
256,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,150,Carlotta the Maid,Edie McClurg
257,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,166,Chef Louis,Rene Auberjonois
258,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,325,Flotsam and Jetsam,Paddi Edwards
259,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,326,Flounder,Jason Marin
260,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,380,Grimsby,Ben Wright
261,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,390,Harold the Seahorse,Will Ryan
262,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,476,King Triton,Kenneth Mars
263,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,554,Max the Sheepdog,Frank Welker
264,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,699,Prince Eric,Christopher Daniel Barnes
265,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,778,Scuttle,Buddy Hackett
266,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,779,Sebastian,Samuel E. Wright
267,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,886,Ursula,Pat Carroll
268,83,The Little Mermaid,1989-11-15,Adventure,G,111543479.0,223726012.0,888,Vanessa (The Little Mermaid),Pat Carroll; Jodi Benson
269,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,194,Cody,Adam Ryen
270,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,238,Doctor Mouse,Bernard Fox
271,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,297,Faloo,Carla Meyer
272,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,336,Francois,Ed Gilbert
273,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,337,Frank,Wayne Robson
274,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,428,Jake,Tristan Rogers
275,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,482,Krebbs,Douglas Seale
276,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,543,Marahute,Frank Welker
277,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,641,Nurse Mouse,Russi Taylor
278,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,672,Percival C. McLeach,George C. Scott
279,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,740,Red,Peter Firth
280,97,The Rescuers Down Under,1990-11-16,Adventure,G,27931461.0,55796728.0,907,Wilbur,John Candy
281,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,42,Armoire,Jo Anne Worley
282,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,59,Babette,Mary Kay Bergman
283,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,69,Baker,Alex Murphey
284,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,85,Beast,Robby Benson
285,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,88,Belle,Paige O'Hara
286,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,106,Bimbette,Kath Soucie
287,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,117,Bookseller,Alvin Epstein
288,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,165,Chef Bouche,Brian Cummings
289,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,177,Chip Potts,Bradley Michael Pierce
290,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,195,Cogsworth,David Ogden Stiers
291,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,312,Fifi the Featherduster,Kimmy Robertson
292,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,347,Gaston,Richard White
293,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,499,Le Fou,Jesse Corti
294,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,522,Lumière,Jerry Orbach
295,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,551,Maurice,Rex Everhart
296,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,587,Monsieur D'Arque,Tony Jay
297,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,616,Mrs. Potts,Angela Lansbury
298,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,682,Philippe the Horse,Hal Smith
299,114,Beauty and the Beast,1991-11-13,Musical,G,218951625.0,363017667.0,823,Sultan the Footstool,Frank Welker
300,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,3,Abu,Frank Welker
301,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,13,Aladdin,Scott Weinger; Brad Kane
302,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,351,Genie,Robin Williams
303,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,391,Haroud Hazi Bin,James Avery
304,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,415,Iago,Gilbert Gottfried
305,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,427,Jafar,Jonathan Freeman
307,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,558,Mechanicles,Charlie Adler
308,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,600,Mozenrath,Jonathan Brandis
309,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,708,Princess Jasmine,Linda Larkin; Lea Salonga
310,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,734,Rajah,Frank Welker
311,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,739,Razoul,Jim Cummings
312,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,765,Sadira,Kellie Martin
313,135,Aladdin,1992-11-11,Comedy,G,217350219.0,441969178.0,822,The Sultan,Douglas Seale
314,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,77,Banzai,Cheech Marin
315,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,271,Ed,Jim Cummings
316,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,618,Mufasa,James Earl Jones
317,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,624,Nala,Moira Kelly; Niketa Calame
318,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,718,Pumbaa,Ernie Sabella
319,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,733,Rafiki,Robert Guillaume
320,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,768,Sarabi,Madge Sinclair
321,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,769,Sarafina,Zoe Leader
322,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,773,Scar,Jeremy Irons
323,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,786,Shenzi,Whoopi Goldberg
324,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,792,Simba,Jonathan Taylor Thomas
325,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,793,Simba,Matthew Broderick
326,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,855,Timon,Nathan Lane
327,179,The Lion King,1994-06-15,Adventure,G,422780140.0,761640898.0,928,Zazu,Rowan Atkinson
328,206,A Goofy Movie,1995-04-07,Comedy,G,35336439.0,68479579.0,693,Powerline,Tevin Campbell
329,206,A Goofy Movie,1995-04-07,Comedy,G,35336439.0,68479579.0,710,Principal Mazur,Wallace Shawn
330,206,A Goofy Movie,1995-04-07,Comedy,G,35336439.0,68479579.0,746,"Robert ""Bobby"" Zimmeruski",Pauly Shore
331,206,A Goofy Movie,1995-04-07,Comedy,G,35336439.0,68479579.0,758,Roxanne,Kellie Martin
332,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,89,Ben,Billy Connolly
333,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,147,Captain John Smith,Mel Gibson
334,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,174,Chief Powhatan,Russell Means
335,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,323,Flit,Frank Welker
336,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,368,Governor John Ratcliffe,David Ogden Stiers
337,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,376,Grandmother Willow,Linda Hunt
338,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,461,Kekata the Medicine man,Gordon Tootoosis
339,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,479,Kocoum,James Apaumut Fall
340,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,559,Meeko,John Kassir
341,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,623,Nakoma,Michelle St. John
342,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,673,Percy,Danny Mann
343,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,689,Pocahontas,Irene Bedard; Judy Kuhn
344,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,846,Thomas,Christian Bale
345,210,Pocahontas,1995-06-10,Adventure,G,141579773.0,274370957.0,906,Wiggins,David Ogden Stiers
347,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,37,The Archdeacon,David Ogden Stiers
348,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,148,Captain Phoebus,Kevin Kline
349,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,188,Clopin Trouillefou,Paul Kandel
351,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,286,Esmeralda,Demi Moore
352,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,411,Hugo,Jason Alexander
353,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,450,Judge Claude Frollo,Tony Jay
354,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,497,Laverne,Mary Wickes
355,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,720,Quasimodo,Tom Hulce
356,242,The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851.0,190988799.0,890,Victor,Charles Kimbrough
357,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,17,Alcmene,Barbara Barrie
358,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,23,Amphitryon,Hal Holbrook
359,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,34,Apollo,Keith David
360,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,49,Atropos,Paddi Edwards
361,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,142,Calliope,Lillias White
362,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,186,Clio,Vanéese Y. Thomas
363,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,189,Clotho,Amanda Plummer
364,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,221,Demetrius,Wayne Knight
365,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,387,Hades,James Woods
366,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,398,Hera,Samantha Eggar
367,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,400,Hercules,Tate Donovan; Joshua Keaton
368,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,401,Hermes,Paul Shaffer
369,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,487,Lachesis,Carole Shelley
370,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,561,Megara,Susan Egan
371,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,565,Melpomene,Cheryl Freeman
372,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,636,Nessus,Jim Cummings
373,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,658,Pain and Panic,Bobcat Goldthwait; Matt Frewer
374,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,665,Pegasus,Frank Welker
375,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,681,Philoctetes,Danny DeVito
376,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,844,Terpsichore,LaChanze
377,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,845,Thalia,Roz Ryan
378,265,Hercules,1997-06-13,Adventure,G,99112101.0,182029412.0,930,Zeus,Rip Torn
379,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,169,Chi-Fu,James Hong
380,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,175,Chien-Po,Jerry Tondo
382,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,284,Emperor of China,Pat Morita
383,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,290,Fa Li,Freda Foh Shen
384,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,291,Fa Zhou,Soon-Tek Oh
385,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,316,First Ancestor Fa,George Takei
386,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,350,General Li,James Shigeta
387,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,375,Grandmother Fa,June Foray
388,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,503,Li Shang,B.D. Wong
389,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,506,Ling,Gedde Watanabe
390,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,549,The Matchmaker,Miriam Margoyles
391,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,619,Mulan,Ming-Na Wen; Lea Salonga
392,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,621,Mushu,Eddie Murphy
393,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,783,Shan Yu,Miguel Ferrer
394,285,Mulan,1998-06-19,Adventure,G,120620254.0,216807832.0,921,Yao,Harvey Fierstein
395,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,38,Archimedes Q. Porter,Nigel Hawthorne
396,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,184,Clayton,Brian Blessed
397,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,430,Jane Porter,Minnie Driver
398,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,457,Kala,Glenn Close
399,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,463,Kerchak,Lance Henriksen
400,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,620,Mungo,Jason Marsden
401,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,836,Tantor,Wayne Knight
402,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,838,Tarzan,Tony Goldwyn
403,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,839,Tarzan,Alex D. Linz
404,306,Tarzan,1999-06-16,Adventure,G,171091819.0,283900254.0,843,Terk,Rosie O'Donnell
405,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,12,Aladar,D. B. Sweeney
406,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,82,Baylene,Joan Plowright
407,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,128,Bruton,Peter Siragusa
408,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,274,Eema,Della Reese
409,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,484,Kron,Samuel E. Wright
410,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,634,Neera,Julianna Margulies
411,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,687,Plio,Alfre Woodard
412,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,824,Suri,Hayden Panettiere
414,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,922,Yar,Ossie Davis
415,327,Dinosaur,2000-05-19,Adventure,PG,137748063.0,215438985.0,932,Zini,Max Casella
416,338,The Emperor's New Groove,2000-12-15,Adventure,G,89296573.0,136789252.0,134,Bucky the Squirrel,Bob Bergen
417,338,The Emperor's New Groove,2000-12-15,Adventure,G,89296573.0,136789252.0,159,Chaca,Kellyann Kelso
418,338,The Emperor's New Groove,2000-12-15,Adventure,G,89296573.0,136789252.0,170,Chicha,Wendie Malick
419,338,The Emperor's New Groove,2000-12-15,Adventure,G,89296573.0,136789252.0,485,Kronk Pepikrankenitz,Patrick Warburton
420,338,The Emperor's New Groove,2000-12-15,Adventure,G,89296573.0,136789252.0,486,Kuzco,David Spade
421,338,The Emperor's New Groove,2000-12-15,Adventure,G,89296573.0,136789252.0,657,Pacha,John Goodman
422,338,The Emperor's New Groove,2000-12-15,Adventure,G,89296573.0,136789252.0,863,Tipo,Eli Russell Linnetz
423,338,The Emperor's New Groove,2000-12-15,Adventure,G,89296573.0,136789252.0,926,Yzma,Eartha Kitt
424,344,Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762.0,125188122.0,52,Audrey Ramirez,Jacqueline Obradors
